HP CHAL,Baseline (V.s),APeak (V.s),Period (s),TimeDate,BPM,<300 BPM,true bpm,BPM CALC,TIDAL VOL,TIDAL VOL CALC,MINUTE VENT
2091,-4.68E-03,0.006144,0.506,1:20:43 AM,118.5770751,0,118.5770751,,1.08E-02,,1.28E+00
2092,-5.15E-03,0.005089,0.469,1:20:44 AM,127.9317697,0,127.9317697,,1.02E-02,,1.31E+00
2093,-5.65E-03,0.005542,0.459,1:20:44 AM,130.7189542,0,130.7189542,,1.12E-02,,1.46E+00
2094,-5.47E-03,0.006204,0.484,1:20:45 AM,123.9669421,0,123.9669421,,1.17E-02,,1.45E+00
2095,-4.74E-03,0.006642,0.481,1:20:45 AM,124.7401247,0,124.7401247,,1.14E-02,,1.42E+00
2096,-4.65E-03,0.006303,0.476,1:20:46 AM,126.0504202,0,126.0504202,,1.10E-02,,1.38E+00
2097,-4.10E-03,0.00739,0.477,1:20:46 AM,125.7861635,0,125.7861635,,1.15E-02,,1.44E+00
2098,-4.92E-03,0.007103,0.482,1:20:47 AM,124.4813278,0,124.4813278,,1.20E-02,,1.50E+00
2099,-4.87E-03,0.006226,0.5,1:20:47 AM,120,0,120,,1.11E-02,,1.33E+00
2100,-4.39E-03,0.006126,0.465,1:20:48 AM,129.0322581,0,129.0322581,,1.05E-02,,1.36E+00
2101,-5.02E-03,0.006435,0.491,1:20:48 AM,122.1995927,0,122.1995927,,1.15E-02,,1.40E+00
2102,-5.33E-03,0.005642,0.461,1:20:49 AM,130.1518438,0,130.1518438,,1.10E-02,,1.43E+00
2103,-4.39E-03,0.006074,0.484,1:20:49 AM,123.9669421,0,123.9669421,,1.05E-02,,1.30E+00
2104,-4.12E-03,0.005964,0.499,1:20:50 AM,120.240481,0,120.240481,,1.01E-02,,1.21E+00
2105,-5.21E-03,0.004623,0.472,1:20:50 AM,127.1186441,0,127.1186441,,9.83E-03,,1.25E+00
2106,-5.77E-03,0.004958,0.494,1:20:51 AM,121.4574899,0,121.4574899,,1.07E-02,,1.30E+00
2107,-4.84E-03,0.00595,0.492,1:20:51 AM,121.9512195,0,121.9512195,,1.08E-02,,1.32E+00
2108,-0.004697,0.006715,0.492,1:20:52 AM,121.9512195,0,121.9512195,,1.14E-02,,1.39E+00
2109,-3.70E-03,0.005592,0.49,1:20:52 AM,122.4489796,0,122.4489796,,9.30E-03,,1.14E+00
2110,-3.74E-03,0.006517,0.492,1:20:53 AM,121.9512195,0,121.9512195,,1.03E-02,,1.25E+00
2111,-4.54E-03,0.005849,0.476,1:20:53 AM,126.0504202,0,126.0504202,,1.04E-02,,1.31E+00
2112,-4.80E-03,0.006264,0.496,1:20:53 AM,120.9677419,0,120.9677419,,1.11E-02,,1.34E+00
2113,-4.43E-03,0.01826,0.595,1:20:54 AM,100.8403361,0,100.8403361,,2.27E-02,,2.29E+00
2114,-6.09E-03,0.002918,0.783,1:20:55 AM,76.62835249,0,76.62835249,,9.01E-03,,6.91E-01
2115,-3.23E-03,0.003637,0.314,1:20:55 AM,191.0828025,0,191.0828025,,6.87E-03,,1.31E+00
2116,-3.74E-03,0.005409,0.303,1:20:55 AM,198.019802,0,198.019802,,9.15E-03,,1.81E+00
2117,-1.08E-03,0.009386,0.342,1:20:56 AM,175.4385965,0,175.4385965,,1.05E-02,,1.84E+00
2118,-4.32E-03,0.005106,0.384,1:20:56 AM,156.25,0,156.25,,9.43E-03,,1.47E+00
2119,-4.85E-03,0.004188,0.438,1:20:57 AM,136.9863014,0,136.9863014,,9.04E-03,,1.24E+00
2120,-4.75E-03,0.003646,0.479,1:20:57 AM,125.2609603,0,125.2609603,,8.39E-03,,1.05E+00
2121,-3.96E-03,0.00451,0.441,1:20:58 AM,136.0544218,0,136.0544218,,8.47E-03,,1.15E+00
2122,-4.28E-03,0.004649,0.459,1:20:58 AM,130.7189542,0,130.7189542,,8.93E-03,,1.17E+00
2123,-4.32E-03,0.004154,0.484,1:20:59 AM,123.9669421,0,123.9669421,,8.47E-03,,1.05E+00
2124,-3.04E-03,0.005665,0.454,1:20:59 AM,132.1585903,0,132.1585903,,8.71E-03,,1.15E+00
2125,-4.18E-03,0.005031,0.401,1:20:59 AM,149.6259352,0,149.6259352,,9.21E-03,,1.38E+00
2126,-4.23E-03,0.003948,0.492,1:21:00 AM,121.9512195,0,121.9512195,,8.18E-03,,9.98E-01
2127,-4.33E-03,0.00438,0.469,1:21:00 AM,127.9317697,0,127.9317697,,8.71E-03,,1.11E+00
2128,-4.13E-03,0.004309,0.465,1:21:01 AM,129.0322581,0,129.0322581,,8.43E-03,,1.09E+00
2129,-3.35E-03,0.005544,0.448,1:21:01 AM,133.9285714,0,133.9285714,,8.90E-03,,1.19E+00
2130,-3.80E-03,0.005107,0.461,1:21:02 AM,130.1518438,0,130.1518438,,8.91E-03,,1.16E+00
2131,-4.34E-03,0.004521,0.434,1:21:02 AM,138.2488479,0,138.2488479,,8.87E-03,,1.23E+00
2132,-4.33E-03,0.005654,0.456,1:21:03 AM,131.5789474,0,131.5789474,,9.99E-03,,1.31E+00
2133,-4.30E-03,0.004423,0.477,1:21:03 AM,125.7861635,0,125.7861635,,8.72E-03,,1.10E+00
2134,-4.18E-03,0.005213,0.457,1:21:04 AM,131.2910284,0,131.2910284,,9.40E-03,,1.23E+00
2135,-4.43E-03,0.005033,0.478,1:21:04 AM,125.5230126,0,125.5230126,,9.46E-03,,1.19E+00
2136,-4.41E-03,0.005356,0.454,1:21:04 AM,132.1585903,0,132.1585903,,9.77E-03,,1.29E+00
2137,-3.87E-03,0.00671,0.345,1:21:05 AM,173.9130435,0,173.9130435,,1.06E-02,,1.84E+00
2138,-3.07E-03,0.004527,0.326,1:21:05 AM,184.0490798,0,184.0490798,,7.60E-03,,1.40E+00
2139,-3.53E-03,0.005195,0.313,1:21:05 AM,191.6932907,0,191.6932907,,8.72E-03,,1.67E+00
2140,-3.76E-03,0.004578,0.317,1:21:06 AM,189.2744479,0,189.2744479,,8.34E-03,,1.58E+00
2141,-3.49E-03,0.006046,0.324,1:21:06 AM,185.1851852,0,185.1851852,,9.53E-03,,1.77E+00
2142,-5.17E-03,0.004973,0.472,1:21:07 AM,127.1186441,0,127.1186441,,1.01E-02,,1.29E+00
2143,-4.75E-03,0.006008,0.471,1:21:07 AM,127.388535,0,127.388535,,1.08E-02,,1.37E+00
2144,-3.28E-03,0.006281,0.469,1:21:08 AM,127.9317697,0,127.9317697,,9.56E-03,,1.22E+00
2145,-4.10E-03,0.005481,0.477,1:21:08 AM,125.7861635,0,125.7861635,,9.58E-03,,1.21E+00
2146,-3.46E-03,0.006162,0.473,1:21:08 AM,126.8498943,0,126.8498943,,9.63E-03,,1.22E+00
2147,-3.33E-03,0.005119,0.461,1:21:09 AM,130.1518438,0,130.1518438,,8.45E-03,,1.10E+00
2148,-3.33E-03,0.005243,0.442,1:21:09 AM,135.7466063,0,135.7466063,,8.58E-03,,1.16E+00
2149,-3.69E-03,0.004822,0.464,1:21:10 AM,129.3103448,0,129.3103448,,8.51E-03,,1.10E+00
2150,-3.48E-03,0.00547,0.446,1:21:10 AM,134.529148,0,134.529148,,8.95E-03,,1.20E+00
2151,-4.06E-03,0.005194,0.45,1:21:11 AM,133.3333333,0,133.3333333,,9.26E-03,,1.23E+00
2152,-4.18E-03,0.004643,0.339,1:21:11 AM,176.9911504,0,176.9911504,,8.82E-03,,1.56E+00
2153,-2.94E-03,0.01765,0.533,1:21:12 AM,112.5703565,0,112.5703565,,2.06E-02,,2.32E+00
2154,-7.77E-03,0.001715,0.828,1:21:12 AM,72.46376812,0,72.46376812,,9.48E-03,,6.87E-01
2155,-4.92E-03,0.002923,0.408,1:21:13 AM,147.0588235,0,147.0588235,,7.85E-03,,1.15E+00
2156,-4.43E-03,0.004217,0.385,1:21:13 AM,155.8441558,0,155.8441558,,8.64E-03,,1.35E+00
2157,-3.54E-03,0.004399,0.447,1:21:14 AM,134.2281879,0,134.2281879,,7.94E-03,,1.07E+00
2158,-3.13E-03,0.004564,0.449,1:21:14 AM,133.6302895,0,133.6302895,,7.69E-03,,1.03E+00
2159,-4.09E-03,0.004554,0.45,1:21:15 AM,133.3333333,0,133.3333333,,8.65E-03,,1.15E+00
2160,-3.70E-03,0.004117,0.429,1:21:15 AM,139.8601399,0,139.8601399,,7.82E-03,,1.09E+00
2161,-3.52E-03,0.004349,0.448,1:21:15 AM,133.9285714,0,133.9285714,,7.87E-03,,1.05E+00
2162,-3.89E-03,0.005004,0.426,1:21:16 AM,140.8450704,0,140.8450704,,8.89E-03,,1.25E+00
2163,-3.39E-03,0.006007,0.435,1:21:16 AM,137.9310345,0,137.9310345,,9.40E-03,,1.30E+00
2164,-3.72E-03,0.005271,0.432,1:21:17 AM,138.8888889,0,138.8888889,,8.99E-03,,1.25E+00
2165,-3.46E-03,0.005418,0.465,1:21:17 AM,129.0322581,0,129.0322581,,8.88E-03,,1.15E+00
2166,-4.37E-03,0.003757,0.434,1:21:18 AM,138.2488479,0,138.2488479,,8.13E-03,,1.12E+00
2167,-4.40E-03,0.004411,0.448,1:21:18 AM,133.9285714,0,133.9285714,,8.81E-03,,1.18E+00
2168,-4.24E-03,0.004629,0.436,1:21:19 AM,137.6146789,0,137.6146789,,8.86E-03,,1.22E+00
2169,-3.98E-03,0.004719,0.45,1:21:19 AM,133.3333333,0,133.3333333,,8.70E-03,,1.16E+00
2170,-3.84E-03,0.005374,0.628,1:21:20 AM,95.54140127,0,95.54140127,,9.21E-03,,8.80E-01
2171,-4.78E-03,0.004918,0.456,1:21:20 AM,131.5789474,0,131.5789474,,9.70E-03,,1.28E+00
2172,-4.53E-03,0.004841,0.461,1:21:21 AM,130.1518438,0,130.1518438,,9.37E-03,,1.22E+00
2173,-3.92E-03,0.005086,0.441,1:21:21 AM,136.0544218,0,136.0544218,,9.01E-03,,1.23E+00
2174,-4.26E-03,0.004799,0.457,1:21:21 AM,131.2910284,0,131.2910284,,9.06E-03,,1.19E+00
2175,-4.51E-03,0.004807,0.456,1:21:22 AM,131.5789474,0,131.5789474,,9.31E-03,,1.23E+00
2176,-4.33E-03,0.004546,0.469,1:21:22 AM,127.9317697,0,127.9317697,,8.88E-03,,1.14E+00
2177,-4.11E-03,0.00501,0.477,1:21:23 AM,125.7861635,0,125.7861635,,9.12E-03,,1.15E+00
2178,-4.31E-03,0.004193,0.472,1:21:23 AM,127.1186441,0,127.1186441,,8.51E-03,,1.08E+00
2179,-4.30E-03,0.005023,0.449,1:21:24 AM,133.6302895,0,133.6302895,,9.32E-03,,1.25E+00
2180,-3.89E-03,0.004585,0.494,1:21:24 AM,121.4574899,0,121.4574899,,8.48E-03,,1.03E+00
2181,-4.42E-03,0.005287,0.465,1:21:25 AM,129.0322581,0,129.0322581,,9.71E-03,,1.25E+00
2182,-3.95E-03,0.005698,0.451,1:21:25 AM,133.037694,0,133.037694,,9.65E-03,,1.28E+00
2183,-4.05E-03,0.006237,0.464,1:21:26 AM,129.3103448,0,129.3103448,,1.03E-02,,1.33E+00
2184,-4.05E-03,0.005722,0.453,1:21:26 AM,132.4503311,0,132.4503311,,9.77E-03,,1.29E+00
2185,-5.10E-03,0.005168,0.5,1:21:27 AM,120,0,120,,1.03E-02,,1.23E+00
2186,-3.90E-03,0.005117,0.66,1:21:27 AM,90.90909091,0,90.90909091,,9.02E-03,,8.20E-01
2187,-5.35E-03,0.005619,0.483,1:21:28 AM,124.2236025,0,124.2236025,,1.10E-02,,1.36E+00
2188,-3.89E-03,0.005224,0.527,1:21:28 AM,113.8519924,0,113.8519924,,9.12E-03,,1.04E+00
2189,-3.51E-03,0.006006,0.496,1:21:29 AM,120.9677419,0,120.9677419,,9.52E-03,,1.15E+00
2190,-5.13E-03,0.004501,0.472,1:21:29 AM,127.1186441,0,127.1186441,,9.63E-03,,1.22E+00
2191,-4.59E-03,0.006079,0.494,1:21:30 AM,121.4574899,0,121.4574899,,1.07E-02,,1.30E+00
2192,-3.36E-03,0.005118,0.502,1:21:30 AM,119.5219124,0,119.5219124,,8.47E-03,,1.01E+00
2193,-3.94E-03,0.005245,0.489,1:21:31 AM,122.6993865,0,122.6993865,,9.19E-03,,1.13E+00
2194,-3.69E-03,0.005778,0.48,1:21:31 AM,125,0,125,,9.46E-03,,1.18E+00
2195,-4.49E-03,0.004962,0.5,1:21:32 AM,120,0,120,,9.46E-03,,1.13E+00
2196,-4.24E-03,0.005597,0.497,1:21:32 AM,120.7243461,0,120.7243461,,9.84E-03,,1.19E+00
2197,-5.43E-03,0.01434,0.612,1:21:33 AM,98.03921569,0,98.03921569,,1.98E-02,,1.94E+00
2198,-6.74E-03,0.001615,0.822,1:21:34 AM,72.99270073,0,72.99270073,,8.36E-03,,6.10E-01
2199,-0.004261,0.003712,0.391,1:21:34 AM,153.4526854,0,153.4526854,,7.97E-03,,1.22E+00
2200,-3.52E-03,0.005056,0.366,1:21:34 AM,163.9344262,0,163.9344262,,8.57E-03,,1.41E+00
2201,-3.54E-03,0.005238,0.431,1:21:35 AM,139.2111369,0,139.2111369,,8.78E-03,,1.22E+00
2202,-4.24E-03,0.005581,0.415,1:21:35 AM,144.5783133,0,144.5783133,,9.82E-03,,1.42E+00
2203,-3.85E-03,0.005024,0.39,1:21:36 AM,153.8461538,0,153.8461538,,8.87E-03,,1.36E+00
2204,-2.75E-03,0.005821,0.384,1:21:36 AM,156.25,0,156.25,,8.57E-03,,1.34E+00
2205,-4.41E-03,0.004948,0.49,1:21:36 AM,122.4489796,0,122.4489796,,9.35E-03,,1.15E+00
2206,-5.10E-03,0.005244,0.44,1:21:37 AM,136.3636364,0,136.3636364,,1.03E-02,,1.41E+00
2207,-4.45E-03,0.004572,0.447,1:21:37 AM,134.2281879,0,134.2281879,,9.02E-03,,1.21E+00
2208,-0.00398,0.003845,0.413,1:21:38 AM,145.2784504,0,145.2784504,,7.83E-03,,1.14E+00
2209,-3.14E-03,0.003463,0.339,1:21:38 AM,176.9911504,0,176.9911504,,6.61E-03,,1.17E+00
2210,-3.03E-03,0.003501,0.318,1:21:38 AM,188.6792453,0,188.6792453,,6.53E-03,,1.23E+00
2211,-3.10E-03,0.005554,0.32,1:21:39 AM,187.5,0,187.5,,8.65E-03,,1.62E+00
2212,-2.39E-03,0.006986,0.389,1:21:39 AM,154.2416452,0,154.2416452,,9.38E-03,,1.45E+00
2213,-2.27E-03,0.004661,0.321,1:21:39 AM,186.9158879,0,186.9158879,,6.93E-03,,1.29E+00
2214,-2.62E-03,0.004943,0.299,1:21:40 AM,200.6688963,0,200.6688963,,7.56E-03,,1.52E+00
2215,-3.56E-03,0.00467,0.397,1:21:40 AM,151.1335013,0,151.1335013,,8.23E-03,,1.24E+00
2216,-3.63E-03,0.005564,0.424,1:21:41 AM,141.509434,0,141.509434,,9.19E-03,,1.30E+00
2217,-3.89E-03,0.004681,0.479,1:21:41 AM,125.2609603,0,125.2609603,,8.57E-03,,1.07E+00
2218,-4.08E-03,0.004227,0.464,1:21:42 AM,129.3103448,0,129.3103448,,8.31E-03,,1.07E+00
2219,-3.17E-03,0.00449,0.422,1:21:42 AM,142.1800948,0,142.1800948,,7.66E-03,,1.09E+00
2220,-4.82E-03,0.004522,0.394,1:21:42 AM,152.284264,0,152.284264,,9.34E-03,,1.42E+00
2221,-2.02E-03,0.008005,0.362,1:21:43 AM,165.7458564,0,165.7458564,,1.00E-02,,1.66E+00
2222,-4.93E-03,0.005438,0.426,1:21:43 AM,140.8450704,0,140.8450704,,1.04E-02,,1.46E+00
2223,-4.88E-03,0.004786,0.531,1:21:44 AM,112.9943503,0,112.9943503,,9.66E-03,,1.09E+00
2224,-4.97E-03,0.003803,0.539,1:21:44 AM,111.3172542,0,111.3172542,,8.77E-03,,9.76E-01
2225,-0.004611,0.003859,0.496,1:21:45 AM,120.9677419,0,120.9677419,,8.47E-03,,1.02E+00
2226,-4.33E-03,0.003739,0.465,1:21:45 AM,129.0322581,0,129.0322581,,8.06E-03,,1.04E+00
2227,-4.80E-03,0.004385,0.527,1:21:46 AM,113.8519924,0,113.8519924,,9.19E-03,,1.05E+00
2228,-4.37E-03,0.004305,0.522,1:21:46 AM,114.9425287,0,114.9425287,,8.67E-03,,9.97E-01
2229,-4.02E-03,0.005258,0.5,1:21:47 AM,120,0,120,,9.28E-03,,1.11E+00
2230,-4.15E-03,0.005747,0.468,1:21:47 AM,128.2051282,0,128.2051282,,9.90E-03,,1.27E+00
2231,-3.72E-03,0.006483,0.468,1:21:48 AM,128.2051282,0,128.2051282,,1.02E-02,,1.31E+00
2232,-3.67E-03,0.005475,0.537,1:21:48 AM,111.7318436,0,111.7318436,,9.14E-03,,1.02E+00
2233,-3.23E-03,0.005396,0.495,1:21:49 AM,121.2121212,0,121.2121212,,8.63E-03,,1.05E+00
2234,-3.70E-03,0.005686,0.472,1:21:49 AM,127.1186441,0,127.1186441,,9.38E-03,,1.19E+00
2235,-4.27E-03,0.005603,0.637,1:21:50 AM,94.19152276,0,94.19152276,,9.88E-03,,9.30E-01
2236,-4.74E-03,0.00519,0.463,1:21:50 AM,129.5896328,0,129.5896328,,9.93E-03,,1.29E+00
2237,-4.42E-03,0.004652,0.503,1:21:51 AM,119.2842942,0,119.2842942,,9.07E-03,,1.08E+00
2238,-4.05E-03,0.005847,0.5,1:21:51 AM,120,0,120,,9.90E-03,,1.19E+00
2239,-3.76E-03,0.005398,0.494,1:21:52 AM,121.4574899,0,121.4574899,,9.16E-03,,1.11E+00
2240,-4.06E-03,0.005638,0.457,1:21:52 AM,131.2910284,0,131.2910284,,9.70E-03,,1.27E+00
2241,-4.54E-03,0.006187,0.475,1:21:53 AM,126.3157895,0,126.3157895,,1.07E-02,,1.35E+00
2242,-4.85E-03,0.004835,0.519,1:21:53 AM,115.6069364,0,115.6069364,,9.68E-03,,1.12E+00
2243,-4.94E-03,0.004783,0.498,1:21:54 AM,120.4819277,0,120.4819277,,9.73E-03,,1.17E+00
2244,-5.96E-03,0.004535,0.516,1:21:54 AM,116.2790698,0,116.2790698,,1.05E-02,,1.22E+00
2245,-4.53E-03,0.005403,0.51,1:21:55 AM,117.6470588,0,117.6470588,,9.94E-03,,1.17E+00
2246,-4.37E-03,0.005227,0.501,1:21:55 AM,119.760479,0,119.760479,,9.59E-03,,1.15E+00
2247,-4.01E-03,0.005111,0.512,1:21:56 AM,117.1875,0,117.1875,,9.13E-03,,1.07E+00
2248,-4.35E-03,0.004848,0.453,1:21:56 AM,132.4503311,0,132.4503311,,9.19E-03,,1.22E+00
2249,-4.06E-03,0.005996,0.625,1:21:57 AM,96,0,96,,1.01E-02,,9.66E-01
2250,-4.21E-03,0.01347,0.585,1:21:57 AM,102.5641026,0,102.5641026,,1.77E-02,,1.81E+00
2251,-6.47E-03,0.004734,0.641,1:21:58 AM,93.60374415,0,93.60374415,,1.12E-02,,1.05E+00
2252,-4.13E-03,0.003703,0.357,1:21:58 AM,168.0672269,0,168.0672269,,7.83E-03,,1.32E+00
2253,-3.13E-03,0.005717,0.343,1:21:59 AM,174.9271137,0,174.9271137,,8.85E-03,,1.55E+00
2254,-3.24E-03,0.006113,0.434,1:21:59 AM,138.2488479,0,138.2488479,,9.36E-03,,1.29E+00
2255,-3.36E-03,0.005536,0.459,1:22:00 AM,130.7189542,0,130.7189542,,8.89E-03,,1.16E+00
2256,-2.89E-03,0.006101,0.438,1:22:00 AM,136.9863014,0,136.9863014,,9.00E-03,,1.23E+00
2257,-2.79E-03,0.007315,0.382,1:22:00 AM,157.0680628,0,157.0680628,,1.01E-02,,1.59E+00
2258,-3.22E-03,0.005359,0.408,1:22:01 AM,147.0588235,0,147.0588235,,8.58E-03,,1.26E+00
2259,-0.004066,0.007349,0.425,1:22:01 AM,141.1764706,0,141.1764706,,1.14E-02,,1.61E+00
2260,-0.005377,0.004283,0.504,1:22:02 AM,119.047619,0,119.047619,,9.66E-03,,1.15E+00
2261,-0.004943,0.004356,0.476,1:22:02 AM,126.0504202,0,126.0504202,,9.30E-03,,1.17E+00
2262,-4.44E-03,0.004351,0.677,1:22:03 AM,88.62629247,0,88.62629247,,8.80E-03,,7.79E-01
2263,-4.71E-03,0.003922,0.485,1:22:03 AM,123.7113402,0,123.7113402,,8.64E-03,,1.07E+00
2264,-0.004182,0.004491,0.48,1:22:04 AM,125,0,125,,8.67E-03,,1.08E+00
2265,-0.004045,0.004149,0.5,1:22:04 AM,120,0,120,,8.19E-03,,9.83E-01
2266,-0.003776,0.004281,0.48,1:22:05 AM,125,0,125,,8.06E-03,,1.01E+00
2267,-4.27E-03,0.005293,0.457,1:22:05 AM,131.2910284,0,131.2910284,,9.56E-03,,1.26E+00
2268,-3.95E-03,0.005509,0.515,1:22:06 AM,116.5048544,0,116.5048544,,9.46E-03,,1.10E+00
2269,-3.38E-03,0.004337,0.476,1:22:06 AM,126.0504202,0,126.0504202,,7.72E-03,,9.73E-01
2270,-4.93E-03,0.004443,0.45,1:22:07 AM,133.3333333,0,133.3333333,,9.37E-03,,1.25E+00
2271,-4.51E-03,0.004415,0.491,1:22:07 AM,122.1995927,0,122.1995927,,8.93E-03,,1.09E+00
2272,-4.27E-03,0.005052,0.482,1:22:08 AM,124.4813278,0,124.4813278,,9.33E-03,,1.16E+00
2273,-3.73E-03,0.005432,0.46,1:22:08 AM,130.4347826,0,130.4347826,,9.16E-03,,1.19E+00
2274,-4.31E-03,0.005232,0.477,1:22:09 AM,125.7861635,0,125.7861635,,9.54E-03,,1.20E+00
2275,-4.95E-03,0.004305,0.5,1:22:09 AM,120,0,120,,9.25E-03,,1.11E+00
2276,-0.004427,0.004035,0.46,1:22:10 AM,130.4347826,0,130.4347826,,8.46E-03,,1.10E+00
2277,-0.004601,0.01403,0.564,1:22:10 AM,106.3829787,0,106.3829787,,1.86E-02,,1.98E+00
2278,-5.80E-03,0.004882,0.636,1:22:11 AM,94.33962264,0,94.33962264,,1.07E-02,,1.01E+00
2279,-3.00E-03,0.005634,0.373,1:22:11 AM,160.8579088,0,160.8579088,,8.63E-03,,1.39E+00
2280,-4.19E-03,0.006487,0.374,1:22:12 AM,160.4278075,0,160.4278075,,1.07E-02,,1.71E+00
2281,-3.80E-03,0.006121,0.458,1:22:12 AM,131.0043668,0,131.0043668,,9.92E-03,,1.30E+00
2282,-2.98E-03,0.00588,0.467,1:22:13 AM,128.4796574,0,128.4796574,,8.86E-03,,1.14E+00
2283,-2.99E-03,0.005973,0.62,1:22:13 AM,96.77419355,0,96.77419355,,8.96E-03,,8.67E-01
2284,-3.18E-03,0.005726,0.48,1:22:14 AM,125,0,125,,8.91E-03,,1.11E+00
2285,-3.88E-03,0.004899,0.481,1:22:14 AM,124.7401247,0,124.7401247,,8.78E-03,,1.10E+00
2286,-3.85E-03,0.004907,0.445,1:22:15 AM,134.8314607,0,134.8314607,,8.76E-03,,1.18E+00
2287,-4.29E-03,0.007917,0.434,1:22:15 AM,138.2488479,0,138.2488479,,1.22E-02,,1.69E+00
2288,-4.43E-03,0.007093,0.487,1:22:15 AM,123.2032854,0,123.2032854,,1.15E-02,,1.42E+00
2289,-4.65E-03,0.004423,0.533,1:22:16 AM,112.5703565,0,112.5703565,,9.08E-03,,1.02E+00
2290,-4.79E-03,0.004675,0.482,1:22:16 AM,124.4813278,0,124.4813278,,9.47E-03,,1.18E+00
2291,-4.03E-03,0.00418,0.458,1:22:17 AM,131.0043668,0,131.0043668,,8.21E-03,,1.08E+00
2292,-0.003873,0.005315,0.476,1:22:17 AM,126.0504202,0,126.0504202,,9.19E-03,,1.16E+00
2293,-0.004722,0.006338,0.405,1:22:18 AM,148.1481481,0,148.1481481,,1.11E-02,,1.64E+00
2294,-0.00553,0.005817,0.495,1:22:18 AM,121.2121212,0,121.2121212,,1.13E-02,,1.38E+00
2295,-0.005554,0.003825,0.593,1:22:19 AM,101.1804384,0,101.1804384,,9.38E-03,,9.49E-01
2296,-0.004681,0.003998,0.487,1:22:19 AM,123.2032854,0,123.2032854,,8.68E-03,,1.07E+00
2297,-0.004137,0.004326,0.444,1:22:20 AM,135.1351351,0,135.1351351,,8.46E-03,,1.14E+00
2298,-0.005988,0.01892,0.575,1:22:20 AM,104.3478261,0,104.3478261,,2.49E-02,,2.60E+00
2299,-4.19E-03,0.003888,0.527,1:22:21 AM,113.8519924,0,113.8519924,,8.08E-03,,9.19E-01
2300,-4.22E-03,0.003702,0.266,1:22:21 AM,225.5639098,0,225.5639098,,7.92E-03,,1.79E+00
2301,-3.27E-03,0.003053,0.349,1:22:22 AM,171.9197708,0,171.9197708,,6.32E-03,,1.09E+00
2302,-4.46E-03,0.002704,0.302,1:22:22 AM,198.6754967,0,198.6754967,,7.16E-03,,1.42E+00
2303,-3.95E-03,0.006362,0.33,1:22:22 AM,181.8181818,0,181.8181818,,1.03E-02,,1.87E+00
2304,-3.36E-03,0.007333,0.333,1:22:23 AM,180.1801802,0,180.1801802,,1.07E-02,,1.93E+00
2305,-3.24E-03,0.007126,0.298,1:22:23 AM,201.3422819,0,201.3422819,,1.04E-02,,2.09E+00
2306,-2.86E-03,0.004611,0.363,1:22:23 AM,165.2892562,0,165.2892562,,7.47E-03,,1.23E+00
2307,-3.32E-03,0.004848,0.382,1:22:24 AM,157.0680628,0,157.0680628,,8.17E-03,,1.28E+00
2308,-2.31E-03,0.005716,0.453,1:22:24 AM,132.4503311,0,132.4503311,,8.02E-03,,1.06E+00
2309,-3.21E-03,0.00556,0.418,1:22:24 AM,143.5406699,0,143.5406699,,8.77E-03,,1.26E+00
2310,-2.58E-03,0.00572,0.428,1:22:25 AM,140.1869159,0,140.1869159,,8.30E-03,,1.16E+00
2311,-2.85E-03,0.006301,0.355,1:22:25 AM,169.0140845,0,169.0140845,,9.16E-03,,1.55E+00
2312,-2.94E-03,0.005448,0.344,1:22:26 AM,174.4186047,0,174.4186047,,8.39E-03,,1.46E+00
2313,-3.68E-03,0.004201,0.319,1:22:26 AM,188.0877743,0,188.0877743,,7.88E-03,,1.48E+00
2314,-3.32E-03,0.004052,0.325,1:22:26 AM,184.6153846,0,184.6153846,,7.37E-03,,1.36E+00
2315,-7.00E-03,0.002211,0.393,1:22:27 AM,152.6717557,0,152.6717557,,9.21E-03,,1.41E+00
2316,-5.73E-03,0.003145,0.436,1:22:27 AM,137.6146789,0,137.6146789,,8.87E-03,,1.22E+00
2317,-4.22E-03,0.003697,0.415,1:22:27 AM,144.5783133,0,144.5783133,,7.92E-03,,1.14E+00
2318,-4.21E-03,0.00373,0.42,1:22:28 AM,142.8571429,0,142.8571429,,7.94E-03,,1.13E+00
2319,-4.12E-03,0.003994,0.414,1:22:28 AM,144.9275362,0,144.9275362,,8.11E-03,,1.18E+00
2320,-3.96E-03,0.00398,0.44,1:22:29 AM,136.3636364,0,136.3636364,,7.94E-03,,1.08E+00
2321,-4.92E-03,0.004085,0.416,1:22:29 AM,144.2307692,0,144.2307692,,9.01E-03,,1.30E+00
2322,-4.97E-03,0.003893,0.428,1:22:30 AM,140.1869159,0,140.1869159,,8.86E-03,,1.24E+00
2323,-4.33E-03,0.004041,0.397,1:22:30 AM,151.1335013,0,151.1335013,,8.37E-03,,1.26E+00
2324,-5.16E-03,0.005735,0.359,1:22:30 AM,167.1309192,0,167.1309192,,1.09E-02,,1.82E+00
2325,-4.05E-03,0.005295,0.429,1:22:31 AM,139.8601399,0,139.8601399,,9.35E-03,,1.31E+00
2326,-4.40E-03,0.00553,0.43,1:22:31 AM,139.5348837,0,139.5348837,,9.93E-03,,1.39E+00
2327,-3.11E-03,0.004514,0.428,1:22:32 AM,140.1869159,0,140.1869159,,7.63E-03,,1.07E+00
2328,-3.74E-03,0.006042,0.44,1:22:32 AM,136.3636364,0,136.3636364,,9.78E-03,,1.33E+00
